route_id,longitude,latitude,altitude,timestamp
6410,533536.4446490828,3954690.8444761974,1352.6927,1622973036234
6410,533543.4957447014,3954650.677024178,1349.7479,1622973038248
6411,533551.9683414305,3954599.514463017,1348.4911,1622973040738
6411,533565.4193611392,3954509.022835436,1343.6051,1622973045238
6411,533570.0655756737,3954466.307739272,1341.7667,1622973047239
6411,533571.2749786807,3954420.194875889,1338.9127,1622973049246
6412,533557.5314385287,3954314.3689494925,1331.938,1622973053743
6412,533546.3169885045,3954269.4783983952,1329.4996,1622973055753
6413,533531.6478862829,3954225.8440956064,1327.1954,1622973057748
6413,533505.3229652899,3954162.703401398,1323.5527,1622973060750
6414,533477.560279937,3954114.7888090224,1321.5944,1622973063242
6414,533452.5188478852,3954077.038861124,1320.2887,1622973065247
6414,533423.3262727116,3954042.235018545,1318.012,1622973067253
6416,533343.9950077971,3953946.316984995,1309.7244,1622973072744
6416,533315.4899566058,3953911.9391923766,1309.5175,1622973074747
6416,533284.5745338124,3953876.2831679275,1306.171,1622973076749
6417,533246.4458029906,3953832.1383221704,1302.3893,1622973079243
6417,533217.2484395126,3953798.1813605563,1301.7041,1622973081248
6417,533188.0492693408,3953764.6475875783,1300.4685,1622973083248
6417,533159.1948705991,3953731.115203107,1300.0612,1622973085248
6419,533088.4308016684,3953649.193713189,1295.5522,1622973090240
6419,533025.9091889195,3953577.0346662547,1291.4913,1622973094749
6419,532998.7722707649,3953545.201597613,1289.3064,1622973096797
6421,532931.7829932419,3953467.949491841,1285.1146,1622973101741
6421,532885.7501205496,3953414.468849548,1284.0181,1622973105248
6421,532827.3480746249,3953346.9805702986,1279.9196,1622973109756
6422,532758.6401137006,3953267.18490234,1276.6848,1622973114742
6422,532729.7809024598,3953234.077051146,1275.7582,1622973116753
6426,532585.4955845965,3953064.7314522113,1270.972,1622973126744
6426,532558.0104882728,3953032.8985115513,1270.3898,1622973128756
6427,532522.9688350918,3952991.7298930082,1270.5149,1622973131236
6427,532494.796339141,3952959.0484491815,1270.6584,1622973133241
6430,532391.0410302555,3952837.6642764634,1261.4498,1622973140731
6430,532363.2125846128,3952804.9845237383,1260.545,1622973142733
6431,534566.0285779985,3953483.0493528685,1290.4761,1622973381552
6431,534520.0477297277,3953507.4099272694,1289.0243,1622973384553
6433,534306.072782592,3953614.8926573233,1295.4153,1622973398051
6433,534264.9347317643,3953636.3115960187,1300.919,1622973400533
6433,534223.4714650153,3953652.6523221335,1304.2272,1622973403044
6433,534194.4477592713,3953663.964018447,1306.0977,1622973405045
6433,534167.1507343134,3953674.8593614614,1309.507,1622973407045
6433,534120.5291784453,3953686.949750087,1310.2776,1622973410043
6433,534112.9327845083,3953688.6129272655,1310.2776,1622973410550
6433,534077.0159515026,3953698.206127181,1311.415,1622973413042
6433,534040.0642153787,3953707.7955017807,1310.1871,1622973416041
6433,534011.7503762343,3953714.0333683714,1311.0548,1622973418041
6433,533974.112032109,3953722.7741935947,1311.1732,1622973420553
6433,533934.7487981315,3953731.508581317,1309.5321,1622973423044
6434,533885.3711591484,3953742.7434691694,1310.5359,1622973426042
6434,533852.2228092937,3953750.232669233,1310.3901,1622973428049
6434,533811.8232345483,3953759.386741867,1309.711,1622973430555
6434,533772.8037116565,3953768.5462499238,1309.3204,1622973433048
6434,533740.3455402639,3953776.0384928645,1309.4324,1622973435065
6435,533690.6202028659,3953788.1193283773,1309.4819,1622973438025
6435,533660.2160698624,3953799.8506160523,1308.6836,1622973440045
6435,533652.2684545061,3953803.2052351637,1308.6836,1622973440557
6435,533610.4445056922,3953824.201489821,1311.4271,1622973443042
6435,533576.5699027164,3953841.4201577445,1310.012,1622973445052
6436,533526.794009005,3953867.040766856,1310.9358,1622973448043
6436,533493.6097083197,3953884.2623572177,1312.0914,1622973450043
6436,533485.3140525662,3953888.4620017833,1312.0914,1622973450547
6436,533443.4940956132,3953908.6128614955,1313.9032,1622973453043
6436,533410.3196726616,3953923.296225955,1314.6846,1622973455043
