route_id,longitude,latitude,altitude,timestamp
20701,529343.8833794952,3954980.612989934,1344.746,1622975713024
20701,529256.6908663157,3954956.6317067686,1344.7715,1622975718025
20701,529221.1936671189,3954946.7835354875,1337.3271,1622975720033
20702,529168.1208910634,3954931.8005685997,1328.153,1622975723022
20702,529117.8047267923,3954917.6731575723,1346.3761,1622975726022
20702,529084.7190704498,3954908.6796402032,1344.2463,1622975728038
20702,529050.9448409333,3954899.2608980066,1335.8181,1622975730067
20703,528999.5962367285,3954884.284592878,1343.7688,1622975733065
20703,528945.4892618111,3954868.8764918004,1320.8623,1622975736072
20705,532412.0877044885,3952837.7411031895,1248.2888,1622978405455
20705,532436.8245466213,3952866.6018678662,1245.965,1622978407466
20706,532472.895980925,3952909.4662732356,1251.2916,1622978410457
20706,532494.5396029378,3952934.931136169,1254.4823,1622978412529
20707,532528.5480990289,3952975.6727544866,1250.9854,1622978415459
20707,532539.5407241894,3952988.828970431,1251.4624,1622978416452
20707,532561.8708969383,3953015.142710356,1254.4686,1622978418463
20707,532584.5428498866,3953042.303952393,1255.2977,1622978420472
20707,532620.9578689153,3953085.170247485,1258.768,1622978423592
20708,532658.056340177,3953129.7315911567,1260.6079,1622978426543
20708,532683.481592575,3953158.5956063303,1254.2642,1622978428553
20708,532708.9066790316,3953187.459696763,1257.8097,1622978430555
20710,532813.3497984946,3953307.1579041127,1263.6844,1622978439538
20710,532838.4290258329,3953336.021102455,1261.8151,1622978442544
20710,532864.1965368862,3953365.3100181418,1268.4883,1622978445537
20710,532894.0835622803,3953400.1145115327,1263.4141,1622978448516
20710,532943.8957954076,3953457.8401726102,1267.6273,1622978453514
20710,532963.1342729464,3953479.912541447,1266.8757,1622978455538
20710,532972.7534756993,3953490.9487420353,1271.0562,1622978456573
20710,533002.6412224552,3953525.3305245894,1273.461,1622978459512
20710,533023.2531090131,3953549.1005165223,1274.3625,1622978461522
20710,533044.8967309825,3953573.7205900745,1272.9965,1622978463537
20711,533077.8731261792,3953612.3450880707,1276.3835,1622978466504
20711,533098.1427670611,3953635.267795717,1277.7966,1622978468520
20711,533130.0884532996,3953672.619366885,1281.4639,1622978471498
20711,533161.0067936057,3953707.8517434257,1284.2522,1622978474518
20712,533181.2728359805,3953731.620825765,1286.1958,1622978476492
20712,533201.1969433608,3953754.542486771,1284.7361,1622978478503
20712,533233.1433476813,3953791.4713525698,1288.2528,1622978481498
20712,533254.0973981885,3953815.666280389,1286.6277,1622978483523
20712,533285.0131570685,3953851.322193,1288.4133,1622978486494
20712,533303.5615399282,3953872.9696476334,1290.0641,1622978488501
20712,533332.0699429704,3953906.501220004,1293.4071,1622978491501
20712,533351.990084666,3953930.269409971,1293.634,1622978493501
20714,533417.5874803498,3954008.788863814,1289.3951,1622978499485
20714,533441.6278015088,3954037.6499277228,1296.4296,1622978501488
20714,533464.2864500016,3954066.9289440545,1297.2146,1622978503494
