route_id,longitude,latitude,altitude,timestamp
10400,533296.2532994841,3953889.8660323326,1274.3942,1622978190360
10400,533274.9561398717,3953865.246617174,1322.6808,1622978192367
10400,533254.0022647707,3953841.051637044,1274.0393,1622978194375
10401,533179.8058557423,3953754.8855724433,1299.9606,1622978201373
10401,533132.7441545759,3953700.553556449,1275.8767,1622978205873
10401,533104.5761709688,3953667.870110343,1276.4576,1622978208372
10401,533079.8421739109,3953639.430507795,1290.6367,1622978210883
10401,533055.453015305,3953610.9922616202,1284.9655,1622978213367
10401,533036.9019008105,3953589.768431507,1266.7211,1622978215368
10401,533017.3219961715,3953566.84843435,1269.168,1622978217375
10401,532990.1834429952,3953535.4384819455,1276.6984,1622978219848
10401,532967.5108583755,3953509.122343904,1288.1398,1622978221853
10401,532940.3719510448,3953477.712549071,1288.6088,1622978224368
10401,532906.3610102762,3953438.6616509296,1290.7297,1622978227383
10401,532872.0078976077,3953398.7634317637,1277.8801,1622978230401
10401,532866.1663021212,3953392.395375347,1259.5352,1622978230865
10401,532836.9660256997,3953358.4397081835,1272.5659,1622978233353
10401,532807.7655249892,3953324.4841404185,1266.7067,1622978235837
10402,532717.4150538065,3953219.223147926,1247.3033,1622978243855
10402,532689.9309126334,3953187.3897846374,1279.1907,1622978246343
10402,532661.4177558868,3953153.860345372,1274.6912,1622978248847
10402,532636.6824513214,3953124.9989315313,1259.121,1622978250848
10402,532582.7463072918,3953061.759698525,1271.6012,1622978255343
10402,532554.2323388997,3953028.230615643,1255.0563,1622978257841
10402,532506.4790793156,3952972.2071496123,1248.2109,1622978262345
10402,532486.5514087813,3952949.287100599,1260.0377,1622978264361
10402,532457.3497582393,3952914.909637067,1261.5126,1622978266856
10402,532428.489814994,3952881.3797105635,1239.0762,1622978269351
10402,532399.9746799519,3952847.851140505,1252.214,1622978271853
10402,532368.0213874999,3952810.9253752297,1265.5903,1622978274356
10406,532493.5076295262,3952934.0811697696,1227.9425,1622972752324
10406,532518.2423863474,3952963.3652578867,1239.7852,1622972754329
10406,532549.5029079336,3953000.712138752,1217.6499,1622972756828
10406,532579.3908514419,3953035.938624541,1242.2825,1622972759323
10406,532607.9031461341,3953069.8908781717,1251.4833,1622972761829
10406,532637.445605953,3953105.1162988525,1228.1638,1622972764320
10406,532663.2097843095,3953135.6738776076,1237.4088,1622972766334
10407,532793.7686877012,3953284.2384184846,1240.315,1622972778323
10407,532816.0989221553,3953310.129731412,1236.4773,1622972780332
10407,532872.7841021689,3953375.496096145,1251.8218,1622972784819
10407,532898.2063788793,3953404.783836016,1244.4225,1622972786820
10411,533167.8766238863,3953715.9162251092,1264.0304,1622972807821
10411,533195.7008119265,3953748.175497472,1255.7786,1622972809821
10411,533222.8379829301,3953779.586098297,1279.1138,1622972811827
10412,533257.1880338781,3953819.4857201995,1276.1975,1622972814322
10412,533285.3565582952,3953851.746576386,1262.8505,1622972816329
10414,533389.4263073814,3953974.835215602,1272.4974,1622972823822
10414,533416.213925069,3954007.0913091246,1275.0079,1622972825827
10416,533483.1613574461,3954093.232073017,1289.7013,1622972830819
10416,533507.1692787131,3954130.5551116266,1271.342,1622972832826
10416,533546.159181533,3954219.975612022,1262.9711,1622972837321
10416,533558.7599890865,3954263.1790199685,1290.4205,1622972839338
10417,533573.3760596032,3954320.7753295107,1310.2208,1622972841826
10417,533577.4356387224,3954341.945478103,1263.7953,1622972842832
10418,533583.7626320004,3954402.0490208645,1281.4902,1622972845815
10418,533585.003155788,3954438.86304896,1317.8818,1622972847822
10418,533583.1005518356,3954485.819480031,1275.4285,1622972850326
10418,533573.1277426503,3954568.7085170117,1284.5902,1622972854331
10419,533563.257555009,3954624.519824268,1281.1615,1622972856813
10419,533554.454361439,3954671.8732633,1286.9393,1622972858821
10421,533530.1358182417,3954808.4413026567,1290.7157,1622972864821
10421,533521.6747212365,3954856.6422685133,1297.9536,1622972866827
10423,532682.5801153799,3953965.4339816077,1291.7755,1622976730613
10423,532657.710146351,3953973.804311987,1291.7383,1622976732615
10423,532622.4751790976,3953986.367547745,1291.7144,1622976735608
10423,532579.9863623978,3954001.4428546918,1291.7408,1622976739111
10423,532546.4765264879,3954014.0127249476,1291.85,1622976742113
10423,532515.7297376089,3954025.7466560956,1291.8593,1622976744614
10423,532483.9480884895,3954037.4769043936,1291.9668,1622976747109
10423,532459.7653791751,3954046.6964922952,1291.9128,1622976749111
10423,532437.6556947635,3954055.0775342225,1291.8772,1622976751615
10423,532431.0917936835,3954057.5921096946,1291.8744,1622976754107
10423,532441.8511462739,3954039.8614553073,1291.78,1622976758119
10423,532463.6158914126,3954031.479161527,1291.7665,1622976760613
10423,532491.5980896152,3954021.004211467,1291.7687,1622976763108
10423,532515.0909389029,3954011.7821815386,1291.7615,1622976765111
10423,532544.1066563514,3954001.7342784153,1291.7429,1622976767616
10423,532570.0129376019,3953992.944340228,1291.8632,1622976770109
10423,532587.9753401766,3953986.6638680617,1291.9137,1622976772614
10423,532601.1017873655,3953982.0580425025,1291.9684,1622976775108
10423,532619.0642345499,3953975.7776330616,1291.9106,1622976777109
10423,532653.6077141383,3953963.634933804,1291.9586,1622976780107
10423,532679.8623185811,3953954.0004063128,1291.9729,1622976782107
10423,532709.5730644424,3953942.686315874,1286.3462,1622976784107
10423,532748.2847274145,3953922.9436390097,1287.202,1622976786630
10423,532825.307241447,3953898.6887266734,1287.3268,1622976791111
10423,532876.9736733204,3953920.8809527415,1278.9932,1622976795616
10423,532918.3107155013,3953937.5349198985,1284.9402,1622976798110
10423,533005.1981087412,3953950.973636277,1291.1047,1622976803612
10423,533036.234097243,3953954.4738959195,1281.2325,1622976805631
10423,533078.6513825995,3953958.862876594,1286.001,1622976808107
10423,533112.7874359263,3953963.6442478313,1287.119,1622976810107
10423,533147.6134212622,3953968.4283282096,1288.046,1622976812111
10423,533183.4743210719,3953973.216416023,1286.9602,1622976814113
10423,533264.9142255932,3953967.174928734,1293.1127,1622976818635
10423,533342.9870815357,3953939.1205766494,1293.948,1622976823110
10423,533383.4123935398,3953922.7718574353,1295.5739,1622976825613
10423,533418.6550960689,3953908.5192775764,1295.5043,1622976828108
10423,533449.7596679394,3953893.8281408683,1294.0874,1622976830624
10423,533488.8166152479,3953874.5130726905,1297.7239,1622976833106
10423,533523.0407021722,3953856.0261063892,1300.181,1622976835108
10423,533594.2524270827,3953818.216837879,1298.2684,1622976839114
10423,533632.6232526281,3953798.053609328,1297.386,1622976841621
10423,533693.7877739749,3953771.6306339265,1298.4888,1622976845614
10423,533730.3906465783,3953762.8846884635,1298.206,1622976847621
10424,533790.8206106456,3953748.3062577355,1296.456,1622976850611
10424,533831.5652057317,3953739.1534047155,1296.2086,1622976852616
10425,533885.0843278168,3953727.5109361126,1300.9521,1622976855109
10425,533976.586924456,3953707.129134681,1299.1495,1622976859623
10425,534056.3536294099,3953688.3956070296,1302.0011,1622976863629
10425,534143.7203490754,3953667.1534583345,1305.7819,1622976868611
10425,534196.2298019298,3953649.1625390872,1302.9355,1622976873108
10425,534220.4170759992,3953639.5245790174,1305.4991,1622976875108
10425,534242.5327875722,3953630.3017862285,1303.7507,1622976877117
10425,534272.5981946699,3953617.3018863844,1302.394,1622976879630
10425,534303.7101336435,3953601.344463599,1305.3612,1622976882115
10425,534333.7855516061,3953585.8062343444,1305.1571,1622976884609
10425,534356.2547063585,3953574.4696120787,1303.5315,1622976886609
10425,534377.6872805305,3953563.552126266,1306.5713,1622976888610
10425,534400.5015487751,3953552.2169520496,1303.915,1622976890612
10425,534456.5032936016,3953523.663708742,1290.3933,1622976895626
10425,534478.6277629584,3953512.3260554983,1306.3552,1622976897633
10426,531720.0731054863,3952804.355348992,1240.6627,1622978828544
10426,531694.7893358103,3952831.3430356067,1246.6282,1622978830556
10426,531688.5546741583,3952838.0902764536,1246.6282,1622978831044
10426,531662.5523688566,3952873.114271221,1247.5656,1622978833558
10427,531637.8851243799,3952920.835914759,1250.0438,1622978836545
10427,531614.1266252019,3953004.100747276,1249.4664,1622978841050
10427,531611.5532612148,3953048.5164382784,1252.6825,1622978843545
10427,531612.112199809,3953085.3275979985,1252.9244,1622978845555
10428,531614.3268892384,3953141.606978595,1255.4791,1622978848546
10428,531615.9178327436,3953179.268007916,1256.4454,1622978850552
10428,531616.2311966928,3953188.1540976213,1256.4454,1622978851045
10428,531618.1339734797,3953235.124309081,1258.7896,1622978853540
